,Unnamed: 0,BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,StateCode2,ServiceAreaId,ServiceAreaName,CoverEntireState,County,PartialCounty,ZipCodes,PartialCountyJustification,RowNumber,MarketCoverage,DentalOnlyPlan,DentalOnly
10386,10386,2016,MI,15560,SERFF,9,2015-08-28 13:59:00,15560,MI,MIS003,Dental PPO,No,26113.0,No,,,75,SHOP (Small Group),Yes,
36922,12170,2015,MI,29698,SERFF,11,2015-05-22 14:18:43,29698,MI,MIS001,HMO Service Area,No,26047.0,No,,,31,SHOP (Small Group),,No
22671,6793,2014,MI,98185,SERFF,8,2014-01-22 11:51:12,98185,MI,MIS001,BCN Commercial,No,26085.0,No,,,67,SHOP (Small Group),,No
25488,736,2015,FL,68398,HIOS,13,2015-07-22 09:15:52,68398,FL,FLS001,FL-Small Group,No,12089.0,No,,,23,,,
7746,7746,2016,MO,32753,OPM,5,2015-08-25 12:56:34,32753,MO,MOS201,Healthy Alliance Life Co(Anthem BCBS)All,No,29173.0,No,,,79,Individual,No,
7192,7192,2016,WI,39924,HIOS,5,2015-08-27 11:14:25,39924,WI,WIS002,WI SHOP Navigate,No,55079.0,No,,,98,,,
15349,15349,2016,VA,88380,SERFF,24,2015-10-21 17:48:08,88380,VA,VAS001,"HealthKeepers, Inc(Anthem BCBS)All",No,51091.0,No,,,70,SHOP (Small Group),No,
34806,10054,2015,IL,68303,SERFF,6,2015-01-31 17:35:53,68303,IL,ILS001,IL CPOS,No,17109.0,No,,,23,Individual,,No
1707,1707,2016,IN,50816,HIOS,7,2015-08-26 09:56:12,50816,IN,INS001,PHP-40,No,18023.0,No,,,20,,,
3873,3873,2016,OK,87571,HIOS,10,2015-08-26 09:56:12,87571,OK,OKS052,Blue Advantage PPO,No,40089.0,No,,,119,,,
3925,3925,2016,OK,89953,HIOS,2,2015-07-09 13:17:42,89953,OK,OKS001,AD OK,No,40051.0,No,,,37,,,
29275,4523,2015,NJ,50221,HIOS,14,2015-01-21 09:35:36,50221,NJ,NJS001,Oscar New Jersey Service Area 1,No,34025.0,No,,,17,,,
18585,2707,2014,TN,82120,HIOS,9,2014-01-21 08:29:49,82120,TN,TNS002,Memphis,No,47047.0,No,,,29,,,
41457,16705,2015,VA,40308,SERFF,11,2014-08-25 07:14:59,40308,VA,VAS001,NoVa,No,51013.0,No,,,14,Individual,,Yes
516,516,2016,FL,35783,HIOS,10,2015-08-22 15:09:32,35783,FL,FLS008,HMO Premier s,No,12095.0,No,,,40,,,
18583,2705,2014,TN,82120,HIOS,9,2014-01-21 08:29:49,82120,TN,TNS001,Knoxville,No,47129.0,No,,,27,,,
27319,2567,2015,LA,17940,HIOS,2,2014-08-05 13:28:44,17940,LA,LAS001,Louisiana,Yes,,,,,13,,,
19436,3558,2014,MO,32753,OPM,2,2013-11-27 09:24:34,32753,MO,MOS001,Outstate,No,29115.0,No,,,56,Individual,,No
1450,1450,2016,GA,93332,HIOS,14,2015-08-27 11:14:25,93332,GA,GAS006,Georgia NPOS,No,13115.0,No,,,43,,,
4133,4133,2016,PA,16322,HIOS,3,2015-08-26 09:56:12,16322,PA,PAS002,5C Select,No,42003.0,No,,,17,,,
6329,6329,2016,TX,33602,HIOS,8,2015-08-26 09:56:12,33602,TX,TXS241,Blue Advantage HMO,No,48309.0,No,,,87,,,
4206,4206,2016,PA,22444,HIOS,7,2015-10-23 02:29:38,22444,PA,PAS002,GHP Marketplace 2,No,42041.0,No,,,42,,,
24748,8870,2014,VA,88380,SERFF,7,2014-03-17 13:54:37,88380,VA,VAS001,"HealthKeepers, Inc (Anthem BCBS)",No,51071.0,No,,,50,Individual,,No
32902,8150,2015,TX,91716,HIOS,9,2014-09-06 03:39:47,91716,TX,TXS001,OAMC_Texas,No,48293.0,No,,,44,,,
15618,15618,2016,VA,88380,SERFF,24,2015-10-21 17:48:08,88380,VA,VAS020,"HealthKeepers, Inc(Anthem BCBS)12",No,51119.0,No,,,256,SHOP (Small Group),No,
9358,9358,2016,IL,79763,SERFF,9,2015-08-30 09:33:32,79763,IL,ILS007,"Champion P/G/S - Rating Area 1, 3, 2 - Lake, 4 - Will, 8 - McLean",No,17113.0,No,,,32,Individual,No,
38905,14153,2015,MI,89029,SERFF,9,2014-11-15 10:06:04,89029,MI,MIS003,Service Area 3,No,26075.0,No,,,41,Individual,,No
15422,15422,2016,VA,88380,SERFF,24,2015-10-21 17:48:08,88380,VA,VAS001,"HealthKeepers, Inc(Anthem BCBS)All",No,51145.0,No,,,107,SHOP (Small Group),No,
1781,1781,2016,IN,54192,HIOS,6,2015-10-21 05:00:18,54192,IN,INS001,Indianapolis,No,18071.0,No,,,40,,,
36753,12001,2015,MI,29241,SERFF,4,2014-11-15 10:06:04,29241,MI,MIS001,PHIC Service Area,No,26021.0,No,,,21,Individual,,No
31411,6659,2015,TN,60299,HIOS,6,2014-11-09 04:38:15,60299,TN,TNS002,Service Area 2,No,47131.0,No,,,38,,,
25320,568,2015,FL,30252,HIOS,6,2014-12-10 11:54:40,30252,FL,FLS001,BlueCare Service Area,No,12057.0,No,,,32,,,
27231,2479,2015,IN,91842,HIOS,4,2014-11-09 04:38:15,91842,IN,INS001,Service Area 1,No,18067.0,No,,,20,,,
30571,5819,2015,PA,46518,HIOS,11,2014-11-14 05:23:27,46518,PA,PAS001,PPO,No,42011.0,No,,,17,,,
24140,8262,2014,VA,88380,SERFF,7,2014-03-17 13:54:37,88380,VA,VAS001,"HealthKeepers, Inc (Anthem BCBS)",No,51710.0,No,,,84,SHOP (Small Group),,No
20144,4266,2014,AR,60559,SERFF,10,2014-01-23 12:49:01,60559,AR,ARS001,Service Area - DIC - AR,No,5097.0,No,,,30,Individual,,Yes
9796,9796,2016,KS,18558,SERFF,7,2015-08-25 12:56:34,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas Service Area,No,20161.0,No,,,92,SHOP (Small Group),No,
11126,11126,2016,MI,41183,SERFF,5,2015-08-24 05:58:52,41183,MI,MIS001,Michigan,No,26073.0,No,,,49,SHOP (Small Group),Yes,
24336,8458,2014,VA,95185,SERFF,8,2014-01-17 15:54:39,95185,VA,VAS001,Service Area 001,No,51047.0,Yes,22736,Integrated care delivery model. See Service Area Justification.,20,SHOP (Small Group),,No
7087,7087,2016,WI,38345,HIOS,4,2015-08-25 05:06:23,38345,WI,WIS001,Dean Health Plan HMO Service Area,No,55065.0,No,,,25,,,
16343,465,2014,GA,83761,HIOS,10,2014-03-19 07:06:49,83761,GA,GAS001,QHP Service Area,No,13137.0,No,,,28,,,
42034,17282,2015,VA,88380,SERFF,21,2015-04-22 14:50:56,88380,VA,VAS001,"HealthKeepers, Inc(Anthem BCBS)All",No,51159.0,No,,,114,Individual,,No
1294,1294,2016,GA,82824,HIOS,8,2015-10-18 12:35:12,82824,GA,GAS010,OA POS_Georgia_Off Exchange,No,13233.0,No,,,133,,,
14168,14168,2016,SD,60536,SERFF,6,2015-10-29 11:27:21,60536,SD,SDS002,Avera Health Plans Preferred,No,46065.0,No,,,20,Individual,No,
35068,10316,2015,IL,87304,SERFF,4,2014-12-11 11:35:20,87304,IL,ILS001,Managed DentalGuard Group DHMO - IL,No,17099.0,No,,,24,SHOP (Small Group),,Yes
10402,10402,2016,MI,15560,SERFF,9,2015-08-28 13:59:00,15560,MI,MIS003,Dental PPO,No,26129.0,No,,,83,Individual,Yes,
33947,9195,2015,TX,33602,OPM,7,2015-02-20 08:57:57,33602,TX,TXS201,Statewide,Yes,,,,,13,Individual,,No
22766,6888,2014,MI,98185,SERFF,8,2014-01-22 11:51:12,98185,MI,MIS003,Rural,No,26073.0,No,,,126,Individual,,No
40342,15590,2015,OR,10091,SERFF,14,2015-01-22 16:02:51,10091,OR,ORS005,OR Limited Dental Region,No,41025.0,No,,,58,Individual,,Yes
25711,959,2015,GA,20544,HIOS,5,2014-11-12 05:24:58,20544,GA,GAS004,Service Area 4,No,13193.0,No,,,63,,,
15421,15421,2016,VA,88380,SERFF,24,2015-10-21 17:48:08,88380,VA,VAS001,"HealthKeepers, Inc(Anthem BCBS)All",No,51740.0,No,,,106,Individual,No,
38701,13949,2015,MI,75936,SERFF,2,2014-08-09 13:12:30,75936,MI,MIS002,Renaissance,No,26057.0,No,,,42,Individual,,Yes
12528,12528,2016,NE,29678,SERFF,5,2015-09-25 06:20:33,29678,NE,NES003,PPO Outside Metro,No,31091.0,No,,,62,Individual,No,
9905,9905,2016,KS,27811,SERFF,6,2015-08-25 12:56:34,27811,KS,KSS001,Blue Cross and Blue Shield of Kansas Service Area,No,20061.0,No,,,43,SHOP (Small Group),No,
16196,318,2014,FL,57451,HIOS,4,2013-10-15 07:27:56,57451,FL,FLS001,Carelink HMO,No,12127.0,No,,,14,,,
2296,2296,2016,MO,32753,HIOS,14,2015-10-18 12:35:12,32753,MO,MOS009,Healthy Alliance Life Co(Anthem BCBS)Dental,No,29187.0,No,,,187,,,
29009,4257,2015,NC,56346,HIOS,8,2015-01-17 03:15:53,56346,NC,NCS009,POS_Carelink Duke Tier 1,No,37135.0,No,,,73,,,
10520,10520,2016,MI,26380,SERFF,4,2015-08-22 23:36:24,26380,MI,MIS001,Service Area 1,No,26165.0,No,,,93,SHOP (Small Group),Yes,
29653,4901,2015,OK,87571,HIOS,11,2015-02-19 06:21:02,87571,OK,OKS052,Blue Preferred PPO,No,40125.0,No,,,75,,,
29994,5242,2015,PA,16322,HIOS,6,2014-11-09 04:38:15,16322,PA,PAS006,PPO 29 County,No,42061.0,No,,,69,,,
26412,1660,2015,GA,63940,HIOS,4,2014-08-27 03:27:11,63940,GA,GAS001,DentalGuard Preferred PPO - GA,No,13007.0,No,,,16,,,
31042,6290,2015,PA,91303,HIOS,6,2014-09-06 03:39:47,91303,PA,PAS001,OA HMO_Pennsylvania,No,42103.0,No,,,57,,,
28894,4142,2015,NC,54332,HIOS,9,2014-12-11 04:09:12,54332,NC,NCS001,NC EIX,No,37003.0,No,,,71,,,
12617,12617,2016,NE,50022,SERFF,3,2015-08-22 23:36:24,50022,NE,NES001,NE Service Area,No,31051.0,No,,,32,Individual,Yes,
39131,14379,2015,NE,19524,SERFF,10,2014-11-14 14:52:18,19524,NE,NES001,Service Area 1,No,31023.0,Yes,"68601, 68624, 68626, 68632, 68635, 68658, 68662, 68667, 68669",19524-Partial County.doc,45,Individual,,No
6815,6815,2016,WI,94529,HIOS,6,2015-11-14 04:47:21,94529,WI,WIS006,GHC-SCW Small Group POS Service Area,No,55025.0,No,,,42,,,
40974,16222,2015,VA,15668,SERFF,9,2014-09-09 16:12:42,15668,VA,VAS001,Piedmont Service Area,No,51680.0,No,,,23,SHOP (Small Group),,No
33096,8344,2015,WI,38345,HIOS,4,2014-09-04 03:25:43,38345,WI,WIS001,Dean Health Plan HMO Service Area,No,55103.0,No,,,27,,,
20854,4976,2014,IL,20129,SERFF,10,2014-01-22 11:51:12,20129,IL,ILS001,Illinois,No,17197.0,No,,,103,SHOP (Small Group),,No
12670,12670,2016,NE,50022,SERFF,3,2015-08-22 23:36:24,50022,NE,NES001,NE Service Area,No,31119.0,No,,,58,Individual,Yes,
13805,13805,2016,OR,10091,SERFF,9,2015-08-21 06:27:38,10091,OR,ORS004,OR Limited Dental Region,No,41059.0,No,,,53,SHOP (Small Group),Yes,
16698,820,2014,LA,19636,HIOS,8,2014-01-21 08:29:49,19636,LA,LAS007,HMO Louisiana-Vision-Dental,No,22057.0,No,,,40,,,
24227,8349,2014,VA,99663,SERFF,5,2013-11-27 09:24:34,99663,VA,VAS003,CoventryOne,No,51121.0,No,,,30,Individual,,No
32225,7473,2015,TX,28020,HIOS,6,2014-11-11 04:41:18,28020,TX,TXS011,Service Area 11,No,48063.0,No,,,138,,,
9007,9007,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,ILS042,Blue Precision HMO,No,17091.0,No,,,20,SHOP (Small Group),No,
17941,2063,2014,OK,87571,HIOS,9,2014-01-21 08:29:49,87571,OK,OKS002,Blue Preferred PPO,No,40031.0,No,,,28,,,
32753,8001,2015,TX,48364,HIOS,4,2014-11-14 05:23:27,48364,TX,TXS001,Dental Managed Care,No,48397.0,No,,,33,,,
17945,2067,2014,OK,87571,HIOS,9,2014-01-21 08:29:49,87571,OK,OKS002,Blue Preferred PPO,No,40003.0,No,,,32,,,
12890,12890,2016,NM,26075,SERFF,4,2015-08-25 12:56:34,26075,NM,NMS001,XX Service Area,Yes,,,,,13,SHOP (Small Group),Yes,
36537,11785,2015,MI,12858,SERFF,4,2015-01-21 12:15:34,12858,MI,MIS001,Michigan,No,26141.0,No,,,75,Individual,,Yes
7020,7020,2016,WI,38166,HIOS,13,2015-08-26 09:56:12,38166,WI,WIS001,SHP Broad Network,No,55005.0,No,,,15,,,
9033,9033,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,ILS082,Blue Precision HMO,No,17105.0,No,,,33,SHOP (Small Group),No,
9759,9759,2016,KS,18558,SERFF,7,2015-08-25 12:56:34,18558,KS,KSS001,Blue Cross and Blue Shield of Kansas Service Area,No,20125.0,No,,,74,SHOP (Small Group),No,
9553,9553,2016,IL,96601,SERFF,5,2015-08-27 03:52:03,96601,IL,ILS001,CoventryOne PPO Network,No,17067.0,No,,,42,Individual,No,
29791,5039,2015,OK,98905,HIOS,5,2014-11-11 04:41:18,98905,OK,OKS001,CommunityCare Select,No,40037.0,No,,,14,,,
21924,6046,2014,MI,45002,SERFF,9,2013-10-15 10:04:03,45002,MI,MIS001,Sanilac,No,26151.0,No,,,72,SHOP (Small Group),,No
35142,10390,2015,IL,96601,SERFF,3,2014-10-06 10:59:03,96601,IL,ILS001,CoventryOne PPO Network,No,17109.0,No,,,60,Individual,,No
41349,16597,2015,VA,20507,SERFF,14,2014-11-15 10:06:04,20507,VA,VAS001,OHP Service Area,No,51165.0,No,,,113,Individual,,No
7811,7811,2016,NC,11512,OPM,2,2015-08-27 15:13:29,11512,NC,NCS201,Blue Adv,No,37109.0,No,,,58,Individual,No,
23345,7467,2014,UT,27619,SERFF,7,2014-01-24 09:49:15,27619,UT,UTS002,Arches Preferred Care Clinic,No,49043.0,No,,,20,SHOP (Small Group),,No
38488,13736,2015,MI,98185,SERFF,5,2015-04-30 14:45:44,98185,MI,MIS001,BCN Commercial,No,26127.0,No,,,68,Individual,,No
26814,2062,2015,IN,17575,HIOS,14,2014-12-12 09:23:47,17575,IN,INS013,Anthem Ins Companies Inc(Anthem BCBS)12,No,18031.0,No,,,72,,,
23448,7570,2014,UT,46958,SERFF,4,2014-01-22 11:51:12,46958,UT,UTS001,Dental,Yes,,,,,13,Individual,,Yes
35447,10695,2015,KS,21004,SERFF,1,2014-09-05 06:40:30,21004,KS,KSS001,Kansas Service Area,No,20163.0,No,,,54,SHOP (Small Group),,Yes
7115,7115,2016,WI,39924,HIOS,5,2015-08-27 11:14:25,39924,WI,WIS001,WI IEX Compass,No,55037.0,No,,,21,,,
32917,8165,2015,TX,91716,HIOS,9,2014-09-06 03:39:47,91716,TX,TXS001,OAMC_Texas,No,48481.0,No,,,59,,,
24608,8730,2014,VA,54965,SERFF,4,2013-09-05 10:37:54,54965,VA,VAS002,DDS PPO,No,51515.0,No,,,141,SHOP (Small Group),,Yes
26292,1540,2015,GA,49046,HIOS,19,2015-01-16 17:32:32,49046,GA,GAS007,"BCBS Healthcare Plan of Georgia, Inc.06",No,13127.0,No,,,74,,,
4559,4559,2016,PA,36247,HIOS,8,2015-08-26 09:56:12,36247,PA,PAS007,Zone G - PA Mountains Healthcare Region,No,42073.0,No,,,121,,,
18146,2268,2014,PA,15614,HIOS,4,2013-09-11 07:49:18,15614,PA,PAS001,Dominion Dental Select,No,42109.0,No,,,124,,,
9475,9475,2016,IL,85099,SERFF,5,2015-08-27 03:52:03,85099,IL,ILS002,"DentalGuard Preferred PPO Group ON, Individual ON & OFF Exchange",No,17083.0,No,,,19,Individual,Yes,
19969,4091,2014,VA,88380,OPM,4,2014-03-19 13:58:38,88380,VA,VAS001,"HealthKeepers, Inc (Anthem BCBS)",No,51051.0,No,,,41,Individual,,No
37450,12698,2015,MI,46016,SERFF,1,2014-08-12 09:41:38,46016,MI,MIS001,Michigan,No,26001.0,No,,,13,SHOP (Small Group),,Yes
35179,10427,2015,IL,96601,SERFF,3,2014-10-06 10:59:03,96601,IL,ILS002,CoventryOne Select Network,No,17111.0,No,,,97,Individual,,No
13563,13563,2016,OH,99969,SERFF,10,2015-08-27 03:52:03,99969,OH,OHS002,Not Toledo and Cincinnati,No,39001.0,No,,,14,Individual,No,
13422,13422,2016,OH,77552,SERFF,11,2015-10-21 17:48:08,77552,OH,OHS008,Akron,No,39169.0,No,,,51,Individual,No,
37482,12730,2015,MI,46016,SERFF,1,2014-08-12 09:41:38,46016,MI,MIS001,Michigan,No,26069.0,No,,,45,SHOP (Small Group),,Yes
740,740,2016,GA,43802,HIOS,8,2015-11-18 07:25:09,43802,GA,GAS001,GA IEX Compass,No,13093.0,No,,,57,,,
7224,7224,2016,WI,47342,HIOS,10,2015-08-26 09:56:12,47342,WI,WIS001,Southwest Region,No,55081.0,No,,,17,,,
10747,10747,2016,MI,29698,SERFF,6,2015-10-21 17:48:08,29698,MI,MIS003,POS Service Area,No,26017.0,No,,,87,Individual,No,
27564,2812,2015,MO,16049,HIOS,9,2014-12-11 04:09:12,16049,MO,MOS001,Missouri - IEX,No,29219.0,No,,,46,,,
14308,14308,2016,VA,13756,SERFF,6,2015-08-25 12:56:34,13756,VA,VAS002,VA Alliance,Yes,,,,,14,SHOP (Small Group),Yes,
11552,11552,2016,MI,63641,SERFF,3,2015-08-27 03:52:03,63641,MI,MIS002,MI Alliance,No,26087.0,No,,,127,SHOP (Small Group),Yes,
24966,214,2015,AZ,24106,HIOS,12,2015-01-16 17:32:32,24106,AZ,AZS001,Arizona,Yes,,,,,13,,,
15203,15203,2016,VA,54965,SERFF,7,2015-08-25 12:56:34,54965,VA,VAS003,DDS PPO Elite,No,51137.0,No,,,243,Individual,Yes,
20301,4423,2014,IA,71268,SERFF,8,2014-01-23 12:49:01,71268,IA,IAS002,CoOportunity Choice UI Health Alliance,Yes,,,,,14,Individual,,No
11731,11731,2016,MI,67577,SERFF,3,2015-08-25 12:56:34,67577,MI,MIS001,AHL PPO,No,26069.0,No,,,20,Individual,No,
11467,11467,2016,MI,63631,SERFF,5,2015-08-27 03:52:03,63631,MI,MIS002,MI SHOP Choice,No,26163.0,No,,,162,SHOP (Small Group),No,
16224,346,2014,GA,37001,HIOS,9,2014-03-19 07:06:49,37001,GA,GAS001,Georgia NPOS,No,13121.0,No,,,18,,,
35645,10893,2015,KS,27811,SERFF,2,2014-09-04 06:14:21,27811,KS,KSS001,BlueCross BlueShield Kansas Solutions Service Area,No,20195.0,No,,,109,Individual,,No
958,958,2016,GA,49046,HIOS,16,2015-08-25 05:06:23,49046,GA,GAS012,"BCBS Healthcare Plan of Georgia, Inc.11",No,13279.0,No,,,118,,,
548,548,2016,FL,48129,HIOS,2,2015-05-08 02:15:08,48129,FL,FLS001,Florida,Yes,,,,,13,,,
26482,1730,2015,GA,63940,HIOS,4,2014-08-27 03:27:11,63940,GA,GAS001,DentalGuard Preferred PPO - GA,No,13165.0,No,,,86,,,
10886,10886,2016,MI,35700,SERFF,3,2015-08-25 12:56:34,35700,MI,MIS001,Houghton Service Area,No,26061.0,No,,,43,Individual,Yes,
39021,14269,2015,NE,15438,SERFF,9,2014-12-12 12:37:36,15438,NE,NES007,OA POS_Nebraska,No,31021.0,No,,,120,Individual,,No
19934,4056,2014,VA,40308,OPM,5,2014-01-24 09:49:15,40308,VA,VAS001,NoVa,No,51600.0,No,,,16,SHOP (Small Group),,No
35537,10785,2015,KS,27811,SERFF,2,2014-09-04 06:14:21,27811,KS,KSS001,BlueCross BlueShield Kansas Solutions Service Area,No,20085.0,No,,,55,Individual,,No
17512,1634,2014,PA,16481,HIOS,11,2014-03-19 07:06:49,16481,PA,PAS004,UPMC Health Network PPO/EPO,No,42059.0,No,,,68,,,
27195,2443,2015,IN,67920,HIOS,10,2015-01-16 17:32:32,67920,IN,INS001,SIHO Off-Exchange,No,18109.0,No,,,36,,,
35746,10994,2015,KS,61430,SERFF,10,2014-12-10 23:15:01,61430,KS,KSS001,PPO_Kansas_On Exchange,No,20175.0,No,,,97,Individual,,No
30918,6166,2015,PA,70533,HIOS,3,2014-09-04 03:25:43,70533,PA,PAS001,Pennsylvania Service Area,No,42049.0,No,,,34,,,
16552,674,2014,IN,50816,HIOS,9,2013-11-26 13:14:08,50816,IN,INS001,Physicians Health Plan,No,18075.0,No,,,31,,,
28324,3572,2015,MO,48786,HIOS,4,2014-08-27 03:27:11,48786,MO,MOS001,DentalGuard Preferred PPO- MO,No,29087.0,No,,,51,,,
21301,5423,2014,KS,61430,SERFF,7,2013-10-16 19:58:29,61430,KS,KSS001,CH&L-KS PPO METRO,No,20121.0,No,,,16,Individual,,No
13064,13064,2016,OH,33931,SERFF,8,2015-08-28 13:59:00,33931,OH,OHS001,OH IEX Compass,No,39017.0,No,,,21,Individual,No,
23450,7572,2014,UT,56764,SERFF,2,2013-09-02 14:52:56,56764,UT,UTS001,Salt Lake City,No,49035.0,No,,,14,Individual,,No
40197,15445,2015,OH,77552,SERFF,3,2014-11-15 10:06:04,77552,OH,OHS008,Akron,No,39005.0,No,,,53,Individual,,No
15945,67,2014,AK,73836,HIOS,6,2014-04-18 11:49:29,73836,AK,AKS001,Moda Plus,Yes,,,,,13,,,
25351,599,2015,FL,35783,HIOS,10,2015-01-16 17:32:32,35783,FL,FLS001,HMO Premier,No,12015.0,No,,,18,,,
10878,10878,2016,MI,35700,SERFF,3,2015-08-25 12:56:34,35700,MI,MIS001,Gogebic Service Area,No,26053.0,No,,,39,SHOP (Small Group),Yes,
4052,4052,2016,PA,15614,HIOS,4,2015-10-21 05:00:18,15614,PA,PAS002,DDS Access PPO,No,42089.0,No,,,62,,,
15172,15172,2016,VA,54965,SERFF,7,2015-08-25 12:56:34,54965,VA,VAS003,DDS PPO Elite,No,51149.0,No,,,212,Individual,Yes,
6850,6850,2016,IL,36096,OPM,5,2015-11-19 07:02:40,36096,IL,ILS016,Blue Choice Preferred PPO,No,17031.0,No,,,13,Individual,No,
14253,14253,2016,UT,68809,SERFF,3,2015-08-27 15:13:29,68809,UT,UTS001,Premier Access Dental Individual PPO Off & ON,No,49039.0,No,,,22,Individual,Yes,
21306,5428,2014,KS,61430,SERFF,7,2013-10-16 19:58:29,61430,KS,KSS002,CH&L-KS PPO,No,20203.0,No,,,21,Individual,,No
14077,14077,2016,OR,63474,SERFF,7,2015-10-21 17:48:08,63474,OR,ORS003,Value PPO,No,41049.0,No,,,41,Individual,No,
14630,14630,2016,VA,20507,SERFF,14,2015-10-21 17:48:08,20507,VA,VAS003,OHP Select Service Area,No,51810.0,No,,,140,Individual,No,
41894,17142,2015,VA,54965,SERFF,7,2014-09-09 16:12:42,54965,VA,VAS002,DDS PPO VA,No,51109.0,No,,,124,Individual,,Yes
226,226,2016,FL,15833,HIOS,4,2015-08-18 03:25:03,15833,FL,FLS001,Managed DentalGuard Group & Individual DHMO On & Off Exchange,No,12099.0,No,,,39,,,
39444,14692,2015,NE,50022,SERFF,2,2014-09-05 06:40:30,50022,NE,NES001,Service Area 1,No,31049.0,No,,,33,Individual,,Yes
8389,8389,2016,VA,88380,OPM,4,2015-08-25 12:56:34,88380,VA,VAS201,"HealthKeepers, Inc(Anthem BCBS)All",No,51083.0,No,,,64,Individual,No,
23927,8049,2014,VA,16064,SERFF,6,2014-06-23 15:22:56,16064,VA,VAS001,Anthem Health Plans of VA (Anthem BCBS),No,51177.0,No,,,113,Individual,,Yes
26133,1381,2015,GA,47783,HIOS,4,2014-09-06 03:39:47,47783,GA,GAS009,OA POS_Georgia,No,13035.0,No,,,65,,,
41685,16933,2015,VA,54965,SERFF,7,2014-09-09 16:12:42,54965,VA,VAS001,DDS DHMO VA,No,51059.0,No,,,20,SHOP (Small Group),,Yes
22419,6541,2014,MI,41895,SERFF,10,2014-01-22 11:51:12,41895,MI,MIS050,Lapeer,No,26087.0,No,,,19,SHOP (Small Group),,No
11547,11547,2016,MI,63641,SERFF,3,2015-08-27 03:52:03,63641,MI,MIS002,MI Alliance,No,26077.0,No,,,122,SHOP (Small Group),Yes,
36418,11666,2015,MI,12858,SERFF,4,2015-01-21 12:15:34,12858,MI,MIS001,Michigan,No,26007.0,No,,,16,SHOP (Small Group),,Yes
7556,7556,2016,IL,79763,OPM,4,2015-08-27 03:52:03,79763,IL,ILS201,CO-OPtions Elite,Yes,,,,,13,SHOP (Small Group),No,
36503,11751,2015,MI,12858,SERFF,4,2015-01-21 12:15:34,12858,MI,MIS001,Michigan,No,26107.0,No,,,58,Individual,,Yes
15566,15566,2016,VA,88380,SERFF,24,2015-10-21 17:48:08,88380,VA,VAS018,"HealthKeepers, Inc(Anthem BCBS)10",No,51061.0,No,,,213,Individual,No,
35120,10368,2015,IL,96601,SERFF,3,2014-10-06 10:59:03,96601,IL,ILS001,CoventryOne PPO Network,No,17065.0,No,,,38,Individual,,No
14517,14517,2016,VA,20507,SERFF,14,2015-10-21 17:48:08,20507,VA,VAS001,OHP Service Area,No,51029.0,No,,,27,Individual,No,
37083,12331,2015,MI,29698,SERFF,11,2015-05-22 14:18:43,29698,MI,MIS003,POS Service Area,No,26077.0,No,,,112,SHOP (Small Group),,No
29823,5071,2015,PA,15614,HIOS,5,2014-08-07 10:00:19,15614,PA,PAS001,DDS DHMO PA,No,42129.0,No,,,21,,,
23754,7876,2014,VA,16064,SERFF,6,2014-06-23 15:22:56,16064,VA,VAS001,Anthem Health Plans of VA (Anthem BCBS),No,51027.0,No,,,26,SHOP (Small Group),,Yes
9067,9067,2016,IL,36096,SERFF,23,2015-11-19 07:02:40,36096,IL,ILS054,Blue Choice Preferred PPO,No,17037.0,No,,,50,SHOP (Small Group),No,
6889,6889,2016,TX,85947,HIOS,10,2015-10-18 12:35:12,85947,TX,TXS001,TX IEX Compass,No,48157.0,No,,,22,,,
14535,14535,2016,VA,20507,SERFF,14,2015-10-21 17:48:08,20507,VA,VAS001,OHP Service Area,No,51620.0,No,,,45,Individual,No,
31009,6257,2015,PA,91303,HIOS,6,2014-09-06 03:39:47,91303,PA,PAS001,OA HMO_Pennsylvania,No,42025.0,No,,,24,,,
15779,15779,2016,VA,95185,SERFF,12,2015-08-27 03:52:03,95185,VA,VAS001,Service Area 001,No,51630.0,No,,,25,SHOP (Small Group),No,
39276,14524,2015,NV,88671,SERFF,9,2014-11-04 20:29:03,88671,NV,NVS001,PPO,No,32003.0,No,,,13,SHOP (Small Group),,Yes
23995,8117,2014,VA,20507,SERFF,7,2014-03-13 08:40:27,20507,VA,VAS001,OHP Individual Product Service Area,No,51179.0,No,,,111,Individual,,No
30371,5619,2015,PA,75729,HIOS,8,2014-11-14 05:23:27,75729,PA,PAS001,PPO Marketplace,No,42023.0,No,,,19,,,
26883,2131,2015,IN,35065,HIOS,10,2015-02-19 06:21:02,35065,IN,INS001,Ambetter from MHS,No,18003.0,No,,,14,,,
10835,10835,2016,MI,35700,SERFF,3,2015-08-25 12:56:34,35700,MI,MIS001,Arenac Service Area,No,26011.0,No,,,18,SHOP (Small Group),Yes,
30931,6179,2015,PA,70533,HIOS,3,2014-09-04 03:25:43,70533,PA,PAS001,Pennsylvania Service Area,No,42079.0,No,,,47,,,
18978,3100,2014,TX,26539,HIOS,5,2013-11-25 12:40:15,26539,TX,TXS001,FirstCare HMO Service Area,No,48193.0,No,,,56,,,
29421,4669,2015,OK,29176,HIOS,7,2014-11-11 04:41:18,29176,OK,OKS003,Service Area 3,No,40099.0,No,,,70,,,
